"Biomi %Alta","Biomi %Bassa","Fazioni","Grado Sfida","Link 5et","Nome","Tag","Tipo","Descrizione"
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"","","","","","","Sociale","",""
"Foresta","","Lucertoloidi","4.0","https://5e.tools/bestiary.html#lizard%20king_mm","Lucertoloide Re","Lucertoloide","Umanoide",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"","","","","","","Sociale","",""
"Foresta","","Lucertoloidi","4.0","https://5e.tools/bestiary.html#lizard%20king_mm","Lucertoloide Regina","Lucertoloide","Umanoide",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"","","","","","","Sociale","",""
"Coste","","","1.0","https://5e.tools/bestiary.html#sea%20spawn_vgm","Sea Spawn","Sociale","Umanoide",""
"","","","","","","Marino","",""
"","","","","","","Sconosciuto","",""
"","","","","","","Interessante","",""
"Coste","","","3.0","https://5e.tools/bestiary.html#deep%20scion_vgm","Deep Scion","Sociale","Umanoide",""
"","","","","","","Mutaforma","",""
"","","","","","","Marino","",""
"","","","","","","Sconosciuto","",""
"","","","","","","Interessante","",""
"Underdark","","Mind Flayer","0.25","https://5e.tools/bestiary.html#grimlock_mm","Grimlock","Mind Flayer","Umanoide","<p>I Grimlock sotterranei degenerati erano un tempo umani, ma la loro adorazione dei Mind Flayer che si è diffusa per generazioni in cerca di preda nel Sottosuolo li ha trasformati in ciechi e mostruosi cannibali molto tempo fa.</p><p><strong><em>Cultisti degradati.&nbsp;</em></strong>L'impero dei Mind Flayer un tempo si diffuse in molti mondi, schiavizzando innumerevoli razze.&nbsp;Tra queste c'erano culture umane i cui sommi sacerdoti i Mind Flayer sovvertivano usando i loro insidiosi poteri di controllo del pensiero.&nbsp;Quei capi trasformarono gradualmente le fedi dei loro seguaci verso gli Illithid, che adoravano come divinità blasfeme. Nel corso del tempo, i rituali di questi umani ridotti in schiavitù hanno creato ferventi culti cannibali che consideravano il consumo di cervello dei Mind Flayer come un santo sacramento.&nbsp;Gli Illithid ordinarono ai loro adoratori di rapire altre creature senzienti da sacrificare.&nbsp;Dopo che i cervelli delle vittime furono consumati, i Mind Flayer diedero i corpi senza vita ai cultisti.</p><p><strong><em>Cacciatori ciechi.&nbsp;</em></strong>Quando il dominio dei Mind Flayer si sgretolò, i loro culti dovettero affrontare una guerra continua da parte dei loro nemici, le stesse creature che un tempo erano state le loro vittime.&nbsp;I culti fuggirono nei domini del Sottosuolo dei loro dei Illithid.&nbsp;Nel corso delle generazioni in quel regno senza luce, i cultisti hanno imparato a fare affidamento sugli altri sensi per la sopravvivenza.&nbsp;Col tempo, i loro occhi si appassirono e le palpebre si chiusero, lasciando dietro di sé solo orbite coperte.&nbsp;Le orecchie di un Grimlock si drizzano al minimo passo o sussurrano che echeggiano lungo i passaggi di pietra.&nbsp;Può parlare con toni troppo bassi per essere uditi dalla maggior parte degli altri umanoidi.&nbsp;Gli odori di sudore, carne e sangue risvegliano la sua fame e può rintracciare odori come un segugio.&nbsp;Per potenziare i loro sensi, i Grimlock lasciano tracce di sangue, mucchi di sterco o le viscere di prede uccise in luoghi lontani dalle loro tane.&nbsp;Quando gli intrusi attraversano quelle aree, portano con sé i cattivi odori, avvertendo i Grimlock del loro avvicinamento.&nbsp;Per la maggior parte delle creature, la cecità è un ostacolo enorme.&nbsp;Per un Grimlock con i suoi altri sensi intensificati, la cecità è un vantaggio.&nbsp;Un Grimlock non si lascia ingannare da illusioni visive o percezioni errate.&nbsp;È senza paura mentre insegue la preda.</p><p><strong><em>Guerra infinita.&nbsp;</em></strong>I Grimlock venerano ancora i Mind Flayer, servendoli quando possibile.&nbsp;I Grimlock ricordano anche la guerra in cui furono spinti sottoterra.&nbsp;Per loro non è mai finita.&nbsp;Continuano a tornare nel mondo di superficie per rapire i prigionieri per i loro padroni Illithid</p>"
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Servitore","",""
"","","","0.25","https://5e.tools/bestiary.html#acolyte_mm","Accolito","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Chierico","",""
"","","","2.0","https://5e.tools/bestiary.html#priest_mm","Sacerdote","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Chierico","",""
"","","","5.0","https://5e.tools/bestiary.html#kraken%20priest_vgm","Kraken Priest","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Chierico","",""
"","","","9.0","https://5e.tools/bestiary.html#war%20priest_vgm","War Priest","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Chierico","",""
"","","","0.125","https://5e.tools/bestiary.html#guard_mm","Guardia","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","0.125","https://5e.tools/bestiary.html#tribal%20warrior_mm","Guerriero Tribale","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","0.5","https://5e.tools/bestiary.html#thug_mm","Picchiatore","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","2.0","https://5e.tools/bestiary.html#berserker_mm","Berserker","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","3.0","https://5e.tools/bestiary.html#archer_vgm","Archer","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","3.0","https://5e.tools/bestiary.html#veteran_mm","Veterano","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","3.0","https://5e.tools/bestiary.html#knight_mm","Cavalliere","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","3.0","https://5e.tools/bestiary.html#martial%20arts%20adept_vgm","Martial Arts Adept","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","5.0","https://5e.tools/bestiary.html#gladiator_mm","Gladiatore","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","8.0","https://5e.tools/bestiary.html#blackguard_vgm","Blackguard","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","9.0","https://5e.tools/bestiary.html#champion_vgm","Champion","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","","12.0","https://5e.tools/bestiary.html#warlord_vgm","Warlord","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Combattente","",""
"","","Banditi","0.125","https://5e.tools/bestiary.html#bandit_mm","Bandito","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Criminale","",""
"","","Banditi","2.0","https://5e.tools/bestiary.html#bandit%20captain_mm","Capo dei Banditi","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Criminale","",""
"","","","3.0","https://5e.tools/bestiary.html#swashbuckler_vgm","Swashbuckler","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Criminale","",""
"","","","5.0","https://5e.tools/bestiary.html#master%20thief_vgm","Master Thief","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Criminale","",""
"","","","8.0","https://5e.tools/bestiary.html#assassin_mm","Assassino","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Criminale","",""
"","","","2.0","https://5e.tools/bestiary.html#druid_mm","Druido","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Druido","",""
"","","","12.0","https://5e.tools/bestiary.html#archdruid_vgm","Archdruid","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Druido","",""
"","","","0.125","https://5e.tools/bestiary.html#cultist_mm","Cultista","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","0.25","https://5e.tools/bestiary.html#apprentice%20wizard_vgm","Apprentice Wizard","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","2.0","https://5e.tools/bestiary.html#cult%20fanatic_mm","Cultusta Fanatico","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","3.0","https://5e.tools/bestiary.html#illusionist_vgm","Illusionist","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","5.0","https://5e.tools/bestiary.html#enchanter_vgm","Enchanter","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","5.0","https://5e.tools/bestiary.html#transmuter_vgm","Transmuter","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","6.0","https://5e.tools/bestiary.html#conjurer_vgm","Conjurer","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","6.0","https://5e.tools/bestiary.html#mage_mm","Mago","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","8.0","https://5e.tools/bestiary.html#diviner_vgm","Diviner","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","9.0","https://5e.tools/bestiary.html#abjurer_vgm","Abjurer","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","9.0","https://5e.tools/bestiary.html#evoker_vgm","Evoker","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","9.0","https://5e.tools/bestiary.html#necromancer_vgm","Necromancer","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","12.0","https://5e.tools/bestiary.html#archmage_mm","Archimago","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Mago","",""
"","","","4.0","https://5e.tools/bestiary.html#warlock%20of%20the%20archfey_vgm","Warlock of the Archfey","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Warlock","",""
"","","","6.0","https://5e.tools/bestiary.html#warlock%20of%20the%20great%20old%20one_vgm","Warlock of the Great Old One","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Warlock","",""
"","","","7.0","https://5e.tools/bestiary.html#warlock%20of%20the%20fiend_vgm","Warlock of the Immondo","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","","","","Warlock","",""
"","","","0.0","https://5e.tools/bestiary.html#commoner_mm","Popolano","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","0.125","https://5e.tools/bestiary.html#noble_mm","Nobile","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","0.5","https://5e.tools/bestiary.html#scout_mm","Scout","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","1.0","https://5e.tools/bestiary.html#spy_mm","Spia","NPC","Umanoide",""
"","","","","","","Sociale","",""
"","","","2.0","https://5e.tools/bestiary.html#bard_vgm","Bard","NPC","Umanoide",""
"","","","","","","Sociale","",""
"Foresta","","Orchi","0.5","https://5e.tools/bestiary.html#orc%20nurtured%20one%20of%20yurtrus_vgm","Orc Nurtured One of Yurtrus","Orco","Umanoide","<p>Quando la peste colpisce una tribù, le mani di Yurtrus isolano i malati. I sacerdoti poi prestano servizio a coloro che possono essere salvati ma non guariti. Le mani coltivano la malattia di questi nutriti, trasformandoli in strumenti di difesa e armi di guerra. Quando gli orchi vanno in battaglia, una banda di persone nutrite potrebbe caricarsi per prima, per arrendersi mentre ammorbidisce il nemico diffondendo la vile benedizione di Yurtrus tra i suoi ranghi.</p>"
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"Foresta","Artico","Orchi","0.5","https://5e.tools/bestiary.html#orc_mm","Orco","Orco","Umanoide","<p>Gli orchi sono predoni selvaggi e predoni con posture curve, fronti basse e facce da maiale con canini inferiori prominenti che assomigliano a zanne.</p>"
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"Foresta","","Orchi","2.0","https://5e.tools/bestiary.html#orc%20claw%20of%20luthic_vgm","Orc Claw of Luthic","Orco","Umanoide","<p>Luthic è la moglie di Gruumsh e il modello di maternità per tutti gli orchi.&nbsp;È la Madre della Caverna, una feroce abitante dell'oscurità che alleva nuove nidiate di orchi per essere feroci e forti.&nbsp;Il suo simbolo è <a href=""https://5e.tools/bestiary.html#cave%20bear_mm"">l'orso delle caverne</a> e le femmine degli orchi allevano tali orsi insieme ai cuccioli di orchi.&nbsp;Le femmine particolarmente attratte da Luthic crescono unghie lunghe e le laccano, imparando a usare questi artigli come armi proprio come Luthic usa i suoi.</p><p>Le femmine degli Orchi devote a Luthic hanno il compito di fortificare e mantenere una roccaforte degli Orchi.&nbsp;Aiutano a garantire la sopravvivenza della tribù e la maggior parte è abile nelle arti curative.&nbsp;I più potenti tra i discepoli di Luthic sono gli artigli di Luthic, che possono usare la magia della Madre delle Caverna per guarire, proteggere e maledire.</p>"
"Montagna","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"Foresta","","Orchi","2.0","https://5e.tools/bestiary.html#orc%20hand%20of%20yurtrus_vgm","Orc Hand of Yurtrus","Orco","Umanoide","<p>Yurtrus è il dio degli orchi della morte e della malattia. È un orribile abominio coperto di putrefazione e infezione, fatta eccezione per le sue mani bianche perfette e lisce.</p><p>I sacerdoti orchi che sovrintendono al confine tra la vita e la morte sono conosciuti dagli altri membri della tribù come mani di Yurtrus. Dimorano ai margini di una tana di orchi, di solito comunicando con altri orchi attraverso gli auspici di coloro che seguono Luthic. Le mani di Yurtrus indossano guanti chiari fatti con la pelle sbiancata di altri umanoidi (preferibilmente elfi), a simboleggiare la loro connessione con Yurtrus, e per questo sono talvolta chiamate ""mani bianche"".</p><p>Ogni orco sa che le mani di Yurtrus sono la porta della tribù verso gli antenati. Gli orchi che muoiono dopo aver servito bene la tribù passano a rituali intesi a mandarli nel regno di Gruumsh.</p><p>Come si addice ai seguaci di un dio che non parla, le mani di Yurtrus rimuovono la lingua per emulare la loro divinità, per una ragione simile a quella per cui un occhio di Gruumsh cava uno dei suoi occhi.</p>"
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"Foresta","Artico","Orchi","2.0","https://5e.tools/bestiary.html#orc%20eye%20of%20gruumsh_mm","Orco Occhio Gruumsh","Orco","Umanoide","<p>Quando un orco uccide un elfo in nome di Gruumsh e offre il cadavere del suo nemico come sacrificio al dio, ma deve cavarsi un occhio. Se lo fa Gruumsh potrebbe concedere all'orco la capacità di lanciare incantesimi insieme al diritto di chiamarsi Occhio di Gruumsh.</p>"
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"Foresta","Artico","Orchi","2.0","https://5e.tools/bestiary.html#orog_mm","Orog","Orco","Umanoide","<p>Gli Orog sono orchi dotati di un intelletto sorprendentemente acuto che gli orchi ordinari credono sia un dono della dea ochesca Luthic. Gli orchi rispettano la forza e l'astuzia di un Orog, e un Orog solitario potrebbe comandare una banda da guerra di orchi.</p><p>Orog formano i propri distaccamenti all'interno di orde di orchi molto più grandi e sono sempre in prima linea in qualsiasi attacco.</p><p>Alcuni Orog formano bande di mercenari indipendenti che si vendono al miglior offerente.</p>"
